C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/31,07:30:02,0000000421430358,DEMAND,0000000421430357
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",NSW1,11.741,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",QLD1,76.386,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",QLDC,13.923,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",QLDN,15.723,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",QLDS,46.74,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",SA1,0,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",TAS1,0,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",TASN,0,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",TASS,0,0.6,SATELLITE,"2024/05/31 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 07:00:00",VIC1,0,0.6,SATELLITE,"2024/05/31 07:20:24"
C,"END OF REPORT",13
