C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,17:30:02,0000000422807699,DEMAND,0000000422807698
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",NSW1,43.765,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",QLD1,141.903,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",QLDC,12.601,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",QLDN,81.165,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",QLDS,48.138,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",SA1,129.37,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",TAS1,0.402,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",TASN,0.402,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",TASS,0,0.6,SATELLITE,"2024/06/12 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 17:00:00",VIC1,58.396,0.6,SATELLITE,"2024/06/12 17:20:22"
C,"END OF REPORT",13
