C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/17,18:00:02,0000000423369126,DEMAND,0000000423369125
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",NSW1,0.171,0.6,SATELLITE,"2024/06/17 17:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",QLD1,27.502,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",QLDC,0.376,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",QLDN,26.888,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",QLDS,0.238,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",SA1,26.415,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",TAS1,0,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",TASN,0,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",TASS,0,0.6,SATELLITE,"2024/06/17 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/17 17:30:00",VIC1,0.973,0.6,SATELLITE,"2024/06/17 17:50:26"
C,"END OF REPORT",13
