C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/09,14:00:02,0000000422444139,DEMAND,0000000422444138
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",NSW1,2096.544,0.6,SATELLITE,"2024/06/09 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",QLD1,2536.888,0.6,SATELLITE,"2024/06/09 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",QLDC,256.355,0.6,SATELLITE,"2024/06/09 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",QLDN,508.753,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",QLDS,1771.78,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",SA1,731.731,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",TAS1,66.449,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",TASN,43.188,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",TASS,23.261,0.6,SATELLITE,"2024/06/09 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 13:30:00",VIC1,739.336,0.6,SATELLITE,"2024/06/09 13:50:22"
C,"END OF REPORT",13
