C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,08:30:02,0000000421868090,DEMAND,0000000421868089
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",NSW1,421.43,0.6,SATELLITE,"2024/06/04 08:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",QLD1,903.474,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",QLDC,91.842,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",QLDN,124.272,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",QLDS,687.36,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",SA1,16.3,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",TAS1,3.943,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",TASN,1.962,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",TASS,1.981,0.6,SATELLITE,"2024/06/04 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/04 08:00:00",VIC1,33.95,0.6,SATELLITE,"2024/06/04 08:20:21"
C,"END OF REPORT",13
