C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/31,10:30:02,0000000421444851,DEMAND,0000000421444850
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",NSW1,618.723,0.6,SATELLITE,"2024/05/31 10:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",QLD1,2045.127,0.6,SATELLITE,"2024/05/31 10:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",QLDC,178.508,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",QLDN,299.993,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",QLDS,1566.626,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",SA1,448.393,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",TAS1,48.683,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",TASN,21.16,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",TASS,27.523,0.6,SATELLITE,"2024/05/31 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/31 10:00:00",VIC1,1068.637,0.6,SATELLITE,"2024/05/31 10:20:25"
C,"END OF REPORT",13
