C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/17,13:30:02,0000000423343744,DEMAND,0000000423343743
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",NSW1,1896.33,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",QLD1,2803.994,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",QLDC,272.157,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",QLDN,526.66,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",QLDS,2005.177,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",SA1,693.005,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",TAS1,67.602,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",TASN,45.579,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",TASS,22.022,0.6,SATELLITE,"2024/06/17 13:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/17 13:00:00",VIC1,1301.385,0.6,SATELLITE,"2024/06/17 13:20:23"
C,"END OF REPORT",13
