C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/23,08:00:02,0000000420548546,DEMAND,0000000420548545
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",NSW1,334.019,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",QLD1,572.689,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",QLDC,59.467,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",QLDN,63.886,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",QLDS,449.336,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",SA1,0.128,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",TAS1,0.877,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",TASN,0.527,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",TASS,0.349,0.6,SATELLITE,"2024/05/23 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/23 07:30:00",VIC1,27.065,0.6,SATELLITE,"2024/05/23 07:50:21"
C,"END OF REPORT",13
