C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/25,15:30:02,0000000420808494,DEMAND,0000000420808493
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",NSW1,1182.391,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",QLD1,1214.567,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",QLDC,147.107,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",QLDN,266.044,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",QLDS,801.416,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",SA1,762.207,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",TAS1,46.388,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",TASN,29.614,0.6,SATELLITE,"2024/05/25 15:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",TASS,16.774,0.6,SATELLITE,"2024/05/25 15:20:27"
D,ROOFTOP,ACTUAL,2,"2024/05/25 15:00:00",VIC1,1012.022,0.6,SATELLITE,"2024/05/25 15:20:27"
C,"END OF REPORT",13
