C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/15,08:00:02,0000000423102720,DEMAND,0000000423102719
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",NSW1,86.695,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",QLD1,340.928,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",QLDC,44.154,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",QLDN,57.853,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",QLDS,238.921,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",SA1,0,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",TAS1,0,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",TASN,0,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",TASS,0,0.6,SATELLITE,"2024/06/15 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 07:30:00",VIC1,4.563,0.6,SATELLITE,"2024/06/15 07:50:22"
C,"END OF REPORT",13
