C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/19,17:30:03,0000000423584766,DEMAND,0000000423584765
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",NSW1,49.699,0.6,SATELLITE,"2024/06/19 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",QLD1,146.492,0.6,SATELLITE,"2024/06/19 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",QLDC,13.24,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",QLDN,83.388,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",QLDS,49.864,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",SA1,114.674,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",TAS1,0.433,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",TASN,0.433,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",TASS,0,0.6,SATELLITE,"2024/06/19 17:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/19 17:00:00",VIC1,56.929,0.6,SATELLITE,"2024/06/19 17:20:24"
C,"END OF REPORT",13
