C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/15,04:40:00,0000000423089369,,0000000423089367
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 04:30:00",7339,0,0,"2024/06/14 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 05:00:00",7469,0,0,"2024/06/14 05:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 05:30:00",7784,0,0,"2024/06/14 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 06:00:00",8147,0,0,"2024/06/14 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 06:30:00",8800,0,0,"2024/06/14 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 07:00:00",9548,0,0,"2024/06/14 07:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 07:30:00",10123,0,0,"2024/06/14 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 08:00:00",10374,0,0,"2024/06/14 08:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 08:30:00",10258,0,0,"2024/06/14 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 09:00:00",10006,0,0,"2024/06/14 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 09:30:00",9838,0,0,"2024/06/14 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 10:00:00",9676,0,0,"2024/06/14 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 10:30:00",9520,0,0,"2024/06/14 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 11:00:00",9308,0,0,"2024/06/14 11:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 11:30:00",9078,0,0,"2024/06/14 11:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 12:00:00",8935,0,0,"2024/06/14 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 12:30:00",9083,0,0,"2024/06/14 12:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 13:00:00",9183,0,0,"2024/06/14 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 13:30:00",9231,0,0,"2024/06/14 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 14:00:00",9156,0,0,"2024/06/14 14:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 14:30:00",9253,0,0,"2024/06/14 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 15:00:00",9417,0,0,"2024/06/14 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 15:30:00",9635,0,0,"2024/06/14 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 16:00:00",10034,0,0,"2024/06/14 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 16:30:00",10367,0,0,"2024/06/14 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 17:00:00",10873,0,0,"2024/06/14 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 17:30:00",11163,0,0,"2024/06/14 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 18:00:00",11342,0,0,"2024/06/14 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 18:30:00",11251,0,0,"2024/06/14 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 19:00:00",11097,0,0,"2024/06/14 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 19:30:00",10840,0,0,"2024/06/14 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 20:00:00",10597,0,0,"2024/06/14 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 20:30:00",10441,0,0,"2024/06/14 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 21:00:00",10218,0,0,"2024/06/14 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 21:30:00",9905,0,0,"2024/06/14 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 22:00:00",9587,0,0,"2024/06/14 22:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 22:30:00",9461,0,0,"2024/06/14 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 23:00:00",9190,0,0,"2024/06/14 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/14 23:30:00",8953,0,0,"2024/06/14 23:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/15 00:00:00",8733,0,0,"2024/06/15 00:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/15 00:30:00",8496,0,0,"2024/06/15 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/15 01:00:00",8290,0,0,"2024/06/15 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/15 01:30:00",8020,0,0,"2024/06/15 01:30:01"
