C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/27,04:40:00,0000000424369309,,0000000424369307
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 18:30:00",1589,0,0,"2024/06/26 18:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 19:00:00",1574,0,0,"2024/06/26 19:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 19:30:00",1547,0,0,"2024/06/26 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 20:00:00",1522,0,0,"2024/06/26 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 20:30:00",1504,0,0,"2024/06/26 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 21:00:00",1525,0,0,"2024/06/26 21:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 21:30:00",1501,0,0,"2024/06/26 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 22:00:00",1444,0,0,"2024/06/26 22:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 22:30:00",1390,0,0,"2024/06/26 22:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 23:00:00",1341,0,0,"2024/06/26 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/26 23:30:00",1301,0,0,"2024/06/26 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 00:00:00",1267,0,0,"2024/06/27 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 00:30:00",1246,0,0,"2024/06/27 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 01:00:00",1241,0,0,"2024/06/27 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 01:30:00",1224,0,0,"2024/06/27 01:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 02:00:00",1202,0,0,"2024/06/27 02:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 02:30:00",1172,0,0,"2024/06/27 02:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 03:00:00",1178,0,0,"2024/06/27 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 03:30:00",1180,0,0,"2024/06/27 03:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/27 04:00:00",1179,0,0,"2024/06/27 04:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 04:30:00",4815,0,0,"2024/06/26 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 05:00:00",4875,0,0,"2024/06/26 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 05:30:00",5107,0,0,"2024/06/26 05:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 06:00:00",5374,0,0,"2024/06/26 06:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 06:30:00",5821,0,0,"2024/06/26 06:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 07:00:00",6277,0,0,"2024/06/26 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 07:30:00",6686,0,0,"2024/06/26 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 08:00:00",6862,0,0,"2024/06/26 08:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 08:30:00",7070,0,0,"2024/06/26 08:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 09:00:00",7023,0,0,"2024/06/26 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 09:30:00",6693,0,0,"2024/06/26 09:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 10:00:00",6238,0,0,"2024/06/26 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/26 10:30:00",5845,0,0,"2024/06/26 10:30:01"
