C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/07/01,04:40:00,0000000424792151,,0000000424792149
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 04:30:00",6765,0,0,"2024/06/30 04:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 05:00:00",6760,0,0,"2024/06/30 05:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 05:30:00",6816,0,0,"2024/06/30 05:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 06:00:00",6893,0,0,"2024/06/30 06:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 06:30:00",7054,0,0,"2024/06/30 06:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 07:00:00",7308,0,0,"2024/06/30 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 07:30:00",7616,0,0,"2024/06/30 07:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 08:00:00",7994,0,0,"2024/06/30 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 08:30:00",8341,0,0,"2024/06/30 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 09:00:00",8442,0,0,"2024/06/30 09:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 09:30:00",8729,0,0,"2024/06/30 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/30 10:00:00",8688,0,0,"2024/06/30 10:00:01"
