C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/12,04:40:00,0000000422729458,,0000000422729456
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 04:30:00",7254,0,0,"2024/06/11 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 05:00:00",7455,0,0,"2024/06/11 05:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 05:30:00",7767,0,0,"2024/06/11 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 06:00:00",8144,0,0,"2024/06/11 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 06:30:00",8878,0,0,"2024/06/11 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 07:00:00",9687,0,0,"2024/06/11 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 07:30:00",10138,0,0,"2024/06/11 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 08:00:00",10552,0,0,"2024/06/11 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 08:30:00",10477,0,0,"2024/06/11 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 09:00:00",10198,0,0,"2024/06/11 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 09:30:00",9806,0,0,"2024/06/11 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 10:00:00",9534,0,0,"2024/06/11 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 10:30:00",9230,0,0,"2024/06/11 10:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 11:00:00",8872,0,0,"2024/06/11 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 11:30:00",8637,0,0,"2024/06/11 11:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 12:00:00",8420,0,0,"2024/06/11 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 12:30:00",8935,0,0,"2024/06/11 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 13:00:00",9029,0,0,"2024/06/11 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 13:30:00",9109,0,0,"2024/06/11 13:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 14:00:00",8954,0,0,"2024/06/11 14:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 14:30:00",8877,0,0,"2024/06/11 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 15:00:00",9044,0,0,"2024/06/11 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 15:30:00",9413,0,0,"2024/06/11 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 16:00:00",9726,0,0,"2024/06/11 16:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 16:30:00",10079,0,0,"2024/06/11 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 17:00:00",10627,0,0,"2024/06/11 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 17:30:00",11107,0,0,"2024/06/11 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 18:00:00",11507,0,0,"2024/06/11 18:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 18:30:00",11520,0,0,"2024/06/11 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 19:00:00",11392,0,0,"2024/06/11 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 19:30:00",11081,0,0,"2024/06/11 19:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 20:00:00",10801,0,0,"2024/06/11 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 20:30:00",10525,0,0,"2024/06/11 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 21:00:00",10231,0,0,"2024/06/11 21:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 21:30:00",9816,0,0,"2024/06/11 21:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 22:00:00",9409,0,0,"2024/06/11 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 22:30:00",9119,0,0,"2024/06/11 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 23:00:00",8827,0,0,"2024/06/11 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/11 23:30:00",8558,0,0,"2024/06/11 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 00:00:00",8346,0,0,"2024/06/12 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 00:30:00",8157,0,0,"2024/06/12 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 01:00:00",7921,0,0,"2024/06/12 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 01:30:00",7759,0,0,"2024/06/12 01:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 02:00:00",7436,0,0,"2024/06/12 02:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 02:30:00",7210,0,0,"2024/06/12 02:30:01"
