C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/04,04:40:00,0000000421852402,,0000000421852400
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 18:30:00",11361,0,0,"2024/06/03 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 19:00:00",11226,0,0,"2024/06/03 19:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 19:30:00",10997,0,0,"2024/06/03 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 20:00:00",10800,0,0,"2024/06/03 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 20:30:00",10599,0,0,"2024/06/03 20:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 21:00:00",10357,0,0,"2024/06/03 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 21:30:00",9936,0,0,"2024/06/03 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 22:00:00",9562,0,0,"2024/06/03 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 22:30:00",9270,0,0,"2024/06/03 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 23:00:00",9033,0,0,"2024/06/03 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/03 23:30:00",8795,0,0,"2024/06/03 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 00:00:00",8597,0,0,"2024/06/04 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 00:30:00",8496,0,0,"2024/06/04 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 01:00:00",8245,0,0,"2024/06/04 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 01:30:00",8028,0,0,"2024/06/04 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 02:00:00",7762,0,0,"2024/06/04 02:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 02:30:00",7607,0,0,"2024/06/04 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 03:00:00",7378,0,0,"2024/06/04 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 03:30:00",7252,0,0,"2024/06/04 03:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/04 04:00:00",7192,0,0,"2024/06/04 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 04:30:00",5580,0,0,"2024/06/03 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 05:00:00",5711,0,0,"2024/06/03 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 05:30:00",5916,0,0,"2024/06/03 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 06:00:00",6163,0,0,"2024/06/03 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 06:30:00",6574,0,0,"2024/06/03 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 07:00:00",6854,0,0,"2024/06/03 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 07:30:00",6894,0,0,"2024/06/03 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 08:00:00",6611,0,0,"2024/06/03 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 08:30:00",6205,0,0,"2024/06/03 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 09:00:00",5711,0,0,"2024/06/03 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 09:30:00",5290,0,0,"2024/06/03 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 10:00:00",4905,0,0,"2024/06/03 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 10:30:00",4750,0,0,"2024/06/03 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 11:00:00",4583,0,0,"2024/06/03 11:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 11:30:00",4492,0,0,"2024/06/03 11:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 12:00:00",4459,0,0,"2024/06/03 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 12:30:00",4395,0,0,"2024/06/03 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 13:00:00",4348,0,0,"2024/06/03 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 13:30:00",4447,0,0,"2024/06/03 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 14:00:00",4637,0,0,"2024/06/03 14:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 14:30:00",4909,0,0,"2024/06/03 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 15:00:00",5257,0,0,"2024/06/03 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 15:30:00",5715,0,0,"2024/06/03 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 16:00:00",6230,0,0,"2024/06/03 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 16:30:00",6748,0,0,"2024/06/03 16:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 17:00:00",7209,0,0,"2024/06/03 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 17:30:00",7724,0,0,"2024/06/03 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 18:00:00",8013,0,0,"2024/06/03 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 18:30:00",7973,0,0,"2024/06/03 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 19:00:00",7850,0,0,"2024/06/03 19:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 19:30:00",7686,0,0,"2024/06/03 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 20:00:00",7585,0,0,"2024/06/03 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 20:30:00",7548,0,0,"2024/06/03 20:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 21:00:00",7388,0,0,"2024/06/03 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 21:30:00",7168,0,0,"2024/06/03 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 22:00:00",6912,0,0,"2024/06/03 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 22:30:00",6666,0,0,"2024/06/03 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 23:00:00",6452,0,0,"2024/06/03 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/03 23:30:00",6296,0,0,"2024/06/03 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 00:00:00",6085,0,0,"2024/06/04 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 00:30:00",5960,0,0,"2024/06/04 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 01:00:00",5819,0,0,"2024/06/04 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 01:30:00",5766,0,0,"2024/06/04 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 02:00:00",5695,0,0,"2024/06/04 02:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 02:30:00",5642,0,0,"2024/06/04 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 03:00:00",5658,0,0,"2024/06/04 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 03:30:00",5682,0,0,"2024/06/04 03:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/04 04:00:00",5677,0,0,"2024/06/04 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 04:30:00",1360,0,0,"2024/06/03 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 05:00:00",1344,0,0,"2024/06/03 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 05:30:00",1360,0,0,"2024/06/03 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 06:00:00",1415,0,0,"2024/06/03 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 06:30:00",1495,0,0,"2024/06/03 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 07:00:00",1645,0,0,"2024/06/03 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 07:30:00",1786,0,0,"2024/06/03 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 08:00:00",1942,0,0,"2024/06/03 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 08:30:00",1991,0,0,"2024/06/03 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 09:00:00",1975,0,0,"2024/06/03 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 09:30:00",1941,0,0,"2024/06/03 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 10:00:00",1920,0,0,"2024/06/03 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 10:30:00",1837,0,0,"2024/06/03 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 11:00:00",1766,0,0,"2024/06/03 11:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 11:30:00",1773,0,0,"2024/06/03 11:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 12:00:00",1660,0,0,"2024/06/03 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 12:30:00",1672,0,0,"2024/06/03 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 13:00:00",1612,0,0,"2024/06/03 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 13:30:00",1578,0,0,"2024/06/03 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 14:00:00",1585,0,0,"2024/06/03 14:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 14:30:00",1652,0,0,"2024/06/03 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 15:00:00",1758,0,0,"2024/06/03 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 15:30:00",1791,0,0,"2024/06/03 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 16:00:00",1745,0,0,"2024/06/03 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 16:30:00",1747,0,0,"2024/06/03 16:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 17:00:00",1919,0,0,"2024/06/03 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 17:30:00",2079,0,0,"2024/06/03 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 18:00:00",2223,0,0,"2024/06/03 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 18:30:00",2324,0,0,"2024/06/03 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 19:00:00",2361,0,0,"2024/06/03 19:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 19:30:00",2340,0,0,"2024/06/03 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 20:00:00",2277,0,0,"2024/06/03 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 20:30:00",2214,0,0,"2024/06/03 20:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 21:00:00",2145,0,0,"2024/06/03 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 21:30:00",2050,0,0,"2024/06/03 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 22:00:00",1950,0,0,"2024/06/03 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 22:30:00",1850,0,0,"2024/06/03 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 23:00:00",1724,0,0,"2024/06/03 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/03 23:30:00",1629,0,0,"2024/06/03 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 00:00:00",1636,0,0,"2024/06/04 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 00:30:00",1623,0,0,"2024/06/04 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 01:00:00",1648,0,0,"2024/06/04 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 01:30:00",1602,0,0,"2024/06/04 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 02:00:00",1561,0,0,"2024/06/04 02:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 02:30:00",1508,0,0,"2024/06/04 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 03:00:00",1443,0,0,"2024/06/04 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 03:30:00",1398,0,0,"2024/06/04 03:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/04 04:00:00",1376,0,0,"2024/06/04 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 04:30:00",1177,0,0,"2024/06/03 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 05:00:00",1192,0,0,"2024/06/03 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 05:30:00",1213,0,0,"2024/06/03 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 06:00:00",1251,0,0,"2024/06/03 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 06:30:00",1317,0,0,"2024/06/03 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 07:00:00",1397,0,0,"2024/06/03 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 07:30:00",1483,0,0,"2024/06/03 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 08:00:00",1531,0,0,"2024/06/03 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 08:30:00",1552,0,0,"2024/06/03 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 09:00:00",1544,0,0,"2024/06/03 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 09:30:00",1504,0,0,"2024/06/03 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 10:00:00",1471,0,0,"2024/06/03 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 10:30:00",1457,0,0,"2024/06/03 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 11:00:00",1429,0,0,"2024/06/03 11:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 11:30:00",1404,0,0,"2024/06/03 11:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 12:00:00",1365,0,0,"2024/06/03 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 12:30:00",1364,0,0,"2024/06/03 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 13:00:00",1360,0,0,"2024/06/03 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 13:30:00",1243,0,0,"2024/06/03 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 14:00:00",1333,0,0,"2024/06/03 14:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 14:30:00",1352,0,0,"2024/06/03 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 15:00:00",1357,0,0,"2024/06/03 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 15:30:00",1352,0,0,"2024/06/03 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 16:00:00",1378,0,0,"2024/06/03 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 16:30:00",1387,0,0,"2024/06/03 16:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 17:00:00",1413,0,0,"2024/06/03 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 17:30:00",1461,0,0,"2024/06/03 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 18:00:00",1489,0,0,"2024/06/03 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 18:30:00",1476,0,0,"2024/06/03 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 19:00:00",1444,0,0,"2024/06/03 19:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 19:30:00",1412,0,0,"2024/06/03 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 20:00:00",1377,0,0,"2024/06/03 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 20:30:00",1370,0,0,"2024/06/03 20:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 21:00:00",1367,0,0,"2024/06/03 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 21:30:00",1330,0,0,"2024/06/03 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 22:00:00",1290,0,0,"2024/06/03 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 22:30:00",1276,0,0,"2024/06/03 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 23:00:00",1246,0,0,"2024/06/03 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/03 23:30:00",1199,0,0,"2024/06/03 23:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 00:00:00",1182,0,0,"2024/06/04 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 00:30:00",1161,0,0,"2024/06/04 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 01:00:00",1126,0,0,"2024/06/04 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 01:30:00",1127,0,0,"2024/06/04 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 02:00:00",1132,0,0,"2024/06/04 02:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 02:30:00",1129,0,0,"2024/06/04 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 03:00:00",1129,0,0,"2024/06/04 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 03:30:00",1130,0,0,"2024/06/04 03:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/04 04:00:00",1137,0,0,"2024/06/04 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 04:30:00",4576,0,0,"2024/06/03 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 05:00:00",4620,0,0,"2024/06/03 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 05:30:00",4824,0,0,"2024/06/03 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 06:00:00",5088,0,0,"2024/06/03 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 06:30:00",5597,0,0,"2024/06/03 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 07:00:00",6116,0,0,"2024/06/03 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 07:30:00",6654,0,0,"2024/06/03 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 08:00:00",7085,0,0,"2024/06/03 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 08:30:00",7255,0,0,"2024/06/03 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 09:00:00",7115,0,0,"2024/06/03 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 09:30:00",6994,0,0,"2024/06/03 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 10:00:00",6670,0,0,"2024/06/03 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/03 10:30:00",6430,0,0,"2024/06/03 10:30:01"
