C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/13,04:40:00,0000000422858176,,0000000422858174
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 04:30:00",6983,0,0,"2024/06/12 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 05:00:00",7062,0,0,"2024/06/12 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 05:30:00",7374,0,0,"2024/06/12 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 06:00:00",7785,0,0,"2024/06/12 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 06:30:00",8436,0,0,"2024/06/12 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 07:00:00",9138,0,0,"2024/06/12 07:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 07:30:00",9656,0,0,"2024/06/12 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 08:00:00",9702,0,0,"2024/06/12 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 08:30:00",9343,0,0,"2024/06/12 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 09:00:00",8754,0,0,"2024/06/12 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 09:30:00",8275,0,0,"2024/06/12 09:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 10:00:00",7798,0,0,"2024/06/12 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 10:30:00",7451,0,0,"2024/06/12 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 11:00:00",7162,0,0,"2024/06/12 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 11:30:00",6843,0,0,"2024/06/12 11:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 12:00:00",6791,0,0,"2024/06/12 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 12:30:00",6737,0,0,"2024/06/12 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 13:00:00",6720,0,0,"2024/06/12 13:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 13:30:00",6789,0,0,"2024/06/12 13:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 14:00:00",7067,0,0,"2024/06/12 14:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 14:30:00",7421,0,0,"2024/06/12 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 15:00:00",7979,0,0,"2024/06/12 15:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 15:30:00",8390,0,0,"2024/06/12 15:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 16:00:00",8842,0,0,"2024/06/12 16:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 16:30:00",9378,0,0,"2024/06/12 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 17:00:00",9980,0,0,"2024/06/12 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 17:30:00",10599,0,0,"2024/06/12 17:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 18:00:00",11109,0,0,"2024/06/12 18:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 18:30:00",11217,0,0,"2024/06/12 18:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 19:00:00",11194,0,0,"2024/06/12 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 19:30:00",11047,0,0,"2024/06/12 19:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 20:00:00",10881,0,0,"2024/06/12 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 20:30:00",10752,0,0,"2024/06/12 20:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 21:00:00",10547,0,0,"2024/06/12 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 21:30:00",10175,0,0,"2024/06/12 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 22:00:00",9796,0,0,"2024/06/12 22:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 22:30:00",9517,0,0,"2024/06/12 22:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/12 23:00:00",9199,0,0,"2024/06/12 23:00:03"
