C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/02,04:40:00,0000000421638331,,0000000421638329
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 06:30:00",5778,0,0,"2024/06/01 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 07:00:00",5876,0,0,"2024/06/01 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 07:30:00",5983,0,0,"2024/06/01 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 08:00:00",6034,0,0,"2024/06/01 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 08:30:00",6166,0,0,"2024/06/01 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 09:00:00",6282,0,0,"2024/06/01 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 09:30:00",6116,0,0,"2024/06/01 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 10:00:00",6018,0,0,"2024/06/01 10:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 10:30:00",5911,0,0,"2024/06/01 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 11:00:00",6161,0,0,"2024/06/01 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 11:30:00",6179,0,0,"2024/06/01 11:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 12:00:00",6241,0,0,"2024/06/01 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 12:30:00",6252,0,0,"2024/06/01 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 13:00:00",6093,0,0,"2024/06/01 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 13:30:00",6086,0,0,"2024/06/01 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 14:00:00",6253,0,0,"2024/06/01 14:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 14:30:00",6350,0,0,"2024/06/01 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 15:00:00",6471,0,0,"2024/06/01 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 15:30:00",6629,0,0,"2024/06/01 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 16:00:00",6804,0,0,"2024/06/01 16:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 16:30:00",6917,0,0,"2024/06/01 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 17:00:00",7162,0,0,"2024/06/01 17:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 17:30:00",7405,0,0,"2024/06/01 17:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 18:00:00",7499,0,0,"2024/06/01 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 18:30:00",7387,0,0,"2024/06/01 18:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 19:00:00",7228,0,0,"2024/06/01 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 19:30:00",7075,0,0,"2024/06/01 19:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 20:00:00",6994,0,0,"2024/06/01 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 20:30:00",7003,0,0,"2024/06/01 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 21:00:00",6835,0,0,"2024/06/01 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 21:30:00",6689,0,0,"2024/06/01 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 22:00:00",6478,0,0,"2024/06/01 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 22:30:00",6323,0,0,"2024/06/01 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 23:00:00",6194,0,0,"2024/06/01 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/01 23:30:00",6031,0,0,"2024/06/01 23:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 00:00:00",5925,0,0,"2024/06/02 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 00:30:00",5796,0,0,"2024/06/02 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 01:00:00",5702,0,0,"2024/06/02 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 01:30:00",5666,0,0,"2024/06/02 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 02:00:00",5592,0,0,"2024/06/02 02:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 02:30:00",5503,0,0,"2024/06/02 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 03:00:00",5491,0,0,"2024/06/02 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 03:30:00",5455,0,0,"2024/06/02 03:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2024/06/02 04:00:00",5432,0,0,"2024/06/02 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 04:30:00",1390,0,0,"2024/06/01 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 05:00:00",1362,0,0,"2024/06/01 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 05:30:00",1339,0,0,"2024/06/01 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 06:00:00",1346,0,0,"2024/06/01 06:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 06:30:00",1377,0,0,"2024/06/01 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 07:00:00",1408,0,0,"2024/06/01 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 07:30:00",1455,0,0,"2024/06/01 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 08:00:00",1517,0,0,"2024/06/01 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 08:30:00",1555,0,0,"2024/06/01 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 09:00:00",1508,0,0,"2024/06/01 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 09:30:00",1365,0,0,"2024/06/01 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 10:00:00",1194,0,0,"2024/06/01 10:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 10:30:00",1054,0,0,"2024/06/01 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 11:00:00",930,0,0,"2024/06/01 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 11:30:00",846,0,0,"2024/06/01 11:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 12:00:00",839,0,0,"2024/06/01 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 12:30:00",860,0,0,"2024/06/01 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 13:00:00",908,0,0,"2024/06/01 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 13:30:00",907,0,0,"2024/06/01 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 14:00:00",946,0,0,"2024/06/01 14:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 14:30:00",1016,0,0,"2024/06/01 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 15:00:00",1068,0,0,"2024/06/01 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 15:30:00",1149,0,0,"2024/06/01 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 16:00:00",1205,0,0,"2024/06/01 16:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 16:30:00",1266,0,0,"2024/06/01 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 17:00:00",1401,0,0,"2024/06/01 17:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 17:30:00",1594,0,0,"2024/06/01 17:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 18:00:00",1788,0,0,"2024/06/01 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 18:30:00",1928,0,0,"2024/06/01 18:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 19:00:00",1954,0,0,"2024/06/01 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 19:30:00",1941,0,0,"2024/06/01 19:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 20:00:00",1914,0,0,"2024/06/01 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 20:30:00",1887,0,0,"2024/06/01 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 21:00:00",1860,0,0,"2024/06/01 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 21:30:00",1825,0,0,"2024/06/01 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 22:00:00",1768,0,0,"2024/06/01 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 22:30:00",1705,0,0,"2024/06/01 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 23:00:00",1634,0,0,"2024/06/01 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/01 23:30:00",1565,0,0,"2024/06/01 23:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 00:00:00",1601,0,0,"2024/06/02 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 00:30:00",1594,0,0,"2024/06/02 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 01:00:00",1581,0,0,"2024/06/02 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 01:30:00",1531,0,0,"2024/06/02 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 02:00:00",1489,0,0,"2024/06/02 02:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 02:30:00",1452,0,0,"2024/06/02 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 03:00:00",1416,0,0,"2024/06/02 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 03:30:00",1392,0,0,"2024/06/02 03:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2024/06/02 04:00:00",1341,0,0,"2024/06/02 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 04:30:00",1127,0,0,"2024/06/01 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 05:00:00",1125,0,0,"2024/06/01 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 05:30:00",1129,0,0,"2024/06/01 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 06:00:00",1169,0,0,"2024/06/01 06:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 06:30:00",1198,0,0,"2024/06/01 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 07:00:00",1227,0,0,"2024/06/01 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 07:30:00",1271,0,0,"2024/06/01 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 08:00:00",1321,0,0,"2024/06/01 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 08:30:00",1342,0,0,"2024/06/01 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 09:00:00",1333,0,0,"2024/06/01 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 09:30:00",1338,0,0,"2024/06/01 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 10:00:00",1309,0,0,"2024/06/01 10:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 10:30:00",1279,0,0,"2024/06/01 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 11:00:00",1231,0,0,"2024/06/01 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 11:30:00",1211,0,0,"2024/06/01 11:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 12:00:00",1196,0,0,"2024/06/01 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 12:30:00",1178,0,0,"2024/06/01 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 13:00:00",1174,0,0,"2024/06/01 13:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 13:30:00",1171,0,0,"2024/06/01 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 14:00:00",1175,0,0,"2024/06/01 14:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 14:30:00",1185,0,0,"2024/06/01 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 15:00:00",1194,0,0,"2024/06/01 15:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 15:30:00",1229,0,0,"2024/06/01 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 16:00:00",1252,0,0,"2024/06/01 16:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 16:30:00",1275,0,0,"2024/06/01 16:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 17:00:00",1335,0,0,"2024/06/01 17:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 17:30:00",1397,0,0,"2024/06/01 17:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 18:00:00",1441,0,0,"2024/06/01 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 18:30:00",1415,0,0,"2024/06/01 18:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 19:00:00",1401,0,0,"2024/06/01 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 19:30:00",1376,0,0,"2024/06/01 19:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 20:00:00",1379,0,0,"2024/06/01 20:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 20:30:00",1389,0,0,"2024/06/01 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 21:00:00",1375,0,0,"2024/06/01 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 21:30:00",1357,0,0,"2024/06/01 21:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 22:00:00",1329,0,0,"2024/06/01 22:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 22:30:00",1301,0,0,"2024/06/01 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 23:00:00",1272,0,0,"2024/06/01 23:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/01 23:30:00",1240,0,0,"2024/06/01 23:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 00:00:00",1211,0,0,"2024/06/02 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 00:30:00",1195,0,0,"2024/06/02 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 01:00:00",1182,0,0,"2024/06/02 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 01:30:00",1174,0,0,"2024/06/02 01:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 02:00:00",1169,0,0,"2024/06/02 02:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 02:30:00",1170,0,0,"2024/06/02 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 03:00:00",1169,0,0,"2024/06/02 03:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 03:30:00",1167,0,0,"2024/06/02 03:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2024/06/02 04:00:00",1169,0,0,"2024/06/02 04:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 04:30:00",4375,0,0,"2024/06/01 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 05:00:00",4426,0,0,"2024/06/01 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 05:30:00",4497,0,0,"2024/06/01 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 06:00:00",4596,0,0,"2024/06/01 06:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 06:30:00",4791,0,0,"2024/06/01 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 07:00:00",4980,0,0,"2024/06/01 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 07:30:00",5223,0,0,"2024/06/01 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 08:00:00",5492,0,0,"2024/06/01 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 08:30:00",5624,0,0,"2024/06/01 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 09:00:00",5570,0,0,"2024/06/01 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 09:30:00",5380,0,0,"2024/06/01 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 10:00:00",5131,0,0,"2024/06/01 10:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2024/06/01 10:30:00",4948,0,0,"2024/06/01 10:30:01"
